"","X","X1.passive","X2.passive","X3.passive","X4.passive","X1.active","X2.active","X3.active","X4.active"
"80",65.2017,0,0,NA,NA,0,0,NA,NA
"81",66.2016,0,0,NA,NA,0,0,NA,NA
"82",66.2017,0,0,NA,NA,0,0,NA,NA
"83",67.2016,0,0,0,NA,0,0,0,NA
"84",67.2017,0,0,NA,NA,0,0,NA,NA
"85",68.2016,0,0,0,NA,0,0,0,NA
"86",68.2017,0,0,NA,NA,0,0,NA,NA
"87",69.2016,0,0,0,NA,0,0,0,NA
"88",69.2017,0,0,NA,NA,0,0,NA,NA
"89",70.2016,0,0,0,NA,0,0,0,NA
"90",70.2017,0,0,NA,NA,1,0,NA,NA
"91",71.2016,0,0,0,0,0,0,0,0
"92",71.2017,0,0,0,NA,0,0,0,NA
"93",72.2016,0,0,0,NA,0,0,0,NA
"94",72.2017,0,0,0,NA,0,0,0,NA
"95",73.2016,0,0,0,NA,0,0,0,NA
"96",73.2017,0,0,0,NA,0,0,0,NA
"97",74.2016,0,0,0,NA,0,0,0,NA
"98",74.2017,0,0,NA,NA,0,0,NA,NA
"99",75.2016,0,0,0,NA,0,0,0,NA
"100",75.2017,0,0,NA,NA,0,0,NA,NA
"101",76.2016,0,0,0,NA,0,0,0,NA
"102",76.2017,0,0,NA,NA,0,0,NA,NA
"103",77.2016,0,0,0,NA,0,0,0,NA
"104",77.2017,0,0,NA,NA,0,0,NA,NA
"105",78.2016,0,0,0,NA,0,0,0,NA
"106",78.2017,0,NA,NA,NA,0,NA,NA,NA
"107",79.2016,0,0,0,NA,0,0,0,NA
"108",79.2017,0,0,0,NA,0,0,0,NA
"109",80.2016,0,1,0,NA,0,1,0,NA
"110",80.2017,1,0,0,NA,0,0,0,NA
"111",81.2016,0,0,0,NA,0,0,0,NA
"112",81.2017,0,0,NA,NA,0,0,NA,NA
"113",82.2016,1,0,0,NA,1,1,0,NA
"114",82.2017,0,0,NA,NA,0,0,NA,NA
"115",83.2016,0,0,0,NA,0,0,2,NA
"116",83.2017,0,0,NA,NA,0,0,NA,NA
"117",84.2016,0,0,NA,NA,0,0,NA,NA
"118",84.2017,0,0,NA,NA,0,0,NA,NA
"119",85.2016,0,0,NA,NA,0,0,NA,NA
"120",85.2017,0,0,NA,NA,0,0,NA,NA
"121",86.2016,0,0,0,NA,0,0,0,NA
"122",86.2017,0,0,0,NA,0,0,0,NA
"123",87.2016,0,0,NA,NA,0,0,NA,NA
"124",87.2017,0,0,NA,NA,0,0,NA,NA
"125",89.2016,0,0,NA,NA,0,0,NA,NA
"126",89.2017,0,0,NA,NA,0,0,NA,NA
"127",91.2016,0,2,NA,NA,0,1,NA,NA
"128",91.2017,0,0,NA,NA,0,0,NA,NA
"129",92.2016,0,0,NA,NA,0,0,NA,NA
"130",92.2017,0,0,NA,NA,0,0,NA,NA
"131",93.2016,0,0,NA,NA,0,0,NA,NA
"132",93.2017,1,1,NA,NA,2,1,NA,NA
"133",98.2016,0,1,1,NA,0,1,0,NA
"134",98.2017,0,0,NA,NA,0,0,NA,NA
"135",99.2016,0,0,0,NA,0,0,0,NA
"136",99.2017,0,0,NA,NA,0,0,NA,NA
"137",100.2016,0,1,0,NA,0,1,0,NA
"138",100.2017,0,0,NA,NA,0,0,NA,NA
"139",101.2016,0,0,0,NA,0,0,0,NA
"140",101.2017,0,0,NA,NA,0,0,NA,NA
"141",107.2016,1,NA,NA,NA,0,NA,NA,NA
"142",107.2017,0,0,NA,NA,0,0,NA,NA
"143",108.2016,0,0,NA,NA,0,0,NA,NA
"144",108.2017,0,0,NA,NA,0,0,NA,NA
"145",109.2016,0,1,1,NA,0,1,1,NA
"146",109.2017,0,NA,NA,NA,0,NA,NA,NA
"147",111.2016,0,1,NA,NA,0,1,NA,NA
"148",111.2017,0,0,NA,NA,0,0,NA,NA
"149",112.2016,0,0,0,NA,0,0,0,NA
"150",112.2017,0,0,NA,NA,0,0,NA,NA
"151",113.2016,0,0,0,NA,0,0,0,NA
"152",113.2017,0,0,0,NA,0,0,0,NA
"153",114.2016,0,1,0,NA,0,1,0,NA
"154",114.2017,0,0,0,NA,0,0,0,NA
"155",115.2016,0,0,0,NA,0,0,0,NA
"156",115.2017,0,0,0,NA,0,0,0,NA
"157",117.2016,0,0,1,NA,0,0,1,NA
"158",117.2017,0,0,0,NA,0,0,0,NA
"159",118.2016,0,0,NA,NA,0,0,NA,NA
"160",118.2017,0,0,NA,NA,0,0,NA,NA
"161",119.2016,0,1,NA,NA,0,1,NA,NA
"162",119.2017,0,0,NA,NA,0,0,NA,NA
"163",120.2016,0,0,NA,NA,0,0,NA,NA
"164",120.2017,0,0,NA,NA,0,0,NA,NA
"165",121.2016,0,0,NA,NA,0,0,NA,NA
"166",121.2017,0,0,NA,NA,0,0,NA,NA
"167",122.2016,0,NA,NA,NA,0,NA,NA,NA
"168",122.2017,0,0,NA,NA,0,0,NA,NA
"169",123.2016,0,0,NA,NA,0,1,NA,NA
"170",123.2017,0,0,NA,NA,0,0,NA,NA
"171",124.2016,0,0,NA,NA,0,0,NA,NA
"172",124.2017,0,0,NA,NA,0,0,NA,NA
"173",125.2016,0,1,NA,NA,0,0,NA,NA
"174",125.2017,0,0,NA,NA,0,0,NA,NA
"179",130.2016,0,0,0,NA,0,0,0,NA
"180",130.2017,0,0,0,NA,0,0,0,NA
"181",131.2016,1,0,0,NA,0,1,0,NA
"182",131.2017,0,0,0,NA,0,0,0,NA
"183",132.2016,0,0,0,NA,0,0,0,NA
"184",132.2017,0,0,0,NA,0,1,0,NA
"185",133.2016,0,0,0,NA,0,0,0,NA
"186",133.2017,0,0,0,NA,0,0,0,NA
